Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Access Type,Source,EID
"Marrara S., Pelucchi M., Psaila G.","57211452846;57194976701;6603328998;","Blind queries applied to JSON document stores",2019,"Information (Switzerland)","10","10", 291,"","",,1,"10.3390/info10100291","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074033449&doi=10.3390%2finfo10100291&partnerID=40&md5=3aaebb3a6ed627d3c386d61171dd35a3","Department of Management, Information and Production Engineering, University of Bergamo, Bergamo, 24129, Italy; Tabulaex - A Burning-Glass Company, Milano, 20126, Italy","Marrara, S., Department of Management, Information and Production Engineering, University of Bergamo, Bergamo, 24129, Italy; Pelucchi, M., Tabulaex - A Burning-Glass Company, Milano, 20126, Italy; Psaila, G., Department of Management, Information and Production Engineering, University of Bergamo, Bergamo, 24129, Italy","Psaila, G.; Department of Management, Information and Production Engineering, University of BergamoItaly; email: giuseppe.psaila@unibg.it",,"MDPI AG",20782489,,,,"English","Information",Article,"Final",Open Access,Scopus,2-s2.0-85074033449
"Charlton-Perez A.J., Vukadinovic Greetham D., Hemingway R.","25647168900;55890561100;57198422121;","Storm naming and forecast communication: A case study of Storm Doris",2019,"Meteorological Applications","26","4",,"682","697",,1,"10.1002/met.1794","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073552953&doi=10.1002%2fmet.1794&partnerID=40&md5=7759689da7f32b8693c7cc0d6423ba5b","Department of Meteorology, University of Reading, Reading, United Kingdom; Knowledge Media Institute, The Open University, Milton Keynes, United Kingdom; Weather Impacts Team, Met Office, Exeter, United Kingdom","Charlton-Perez, A.J., Department of Meteorology, University of Reading, Reading, United Kingdom; Vukadinovic Greetham, D., Knowledge Media Institute, The Open University, Milton Keynes, United Kingdom; Hemingway, R., Weather Impacts Team, Met Office, Exeter, United Kingdom","Charlton-Perez, A.J.; Department of Meteorology, University of ReadingUnited Kingdom; email: a.j.charlton-perez@reading.ac.uk",,"John Wiley and Sons Ltd",13504827,,,,"English","Meteorol. Appl.",Article,"Final",Open Access,Scopus,2-s2.0-85073552953
"Grant A., Pawson S.M., Marzano M.","57203914755;24067724700;23109239000;","Emerging stakeholder relations in participatory ICT design: Renegotiating the boundaries of sociotechnical innovation in forest biosecurity surveillance",2019,"Forests","10","10", 836,"","",,,"10.3390/f10100836","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073409481&doi=10.3390%2ff10100836&partnerID=40&md5=749163dd4c131facdd5f7c75f9a31eca","Scion, 10 Kyle Street, Riccarton, Christchurch, 8011, New Zealand; Forest Research, Northern Research Station, Roslin, Midlothian, EH25 9SY, United Kingdom","Grant, A., Scion, 10 Kyle Street, Riccarton, Christchurch, 8011, New Zealand; Pawson, S.M., Scion, 10 Kyle Street, Riccarton, Christchurch, 8011, New Zealand; Marzano, M., Forest Research, Northern Research Station, Roslin, Midlothian, EH25 9SY, United Kingdom","Grant, A.Scion, 10 Kyle Street, New Zealand; email: andrea.grant@scionresearch.com",,"MDPI AG",19994907,,,,"English","Forests",Article,"Final",Open Access,Scopus,2-s2.0-85073409481
"Silva P.B.D., Santos L.J.D.","57214113876;57214102747;","Patient functionality and walking speed after discharge from the intensive care unit [Funcionalidade e velocidade da caminhada de pacientes após alta da unidade de terapia intensiva]",2019,"Revista Brasileira de terapia intensiva","31","4",,"529","535",,,"10.5935/0103-507X.20190066","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078266954&doi=10.5935%2f0103-507X.20190066&partnerID=40&md5=46658e8b74778df681b2a8ab896e403d","Residência Multiprofissional em Saúde do Adulto e Idoso ,Universidade Luterana do Brasil - Canoas (RS), Brazil; Curso de Fisioterapia, Universidade Luterana do Brasil - Canoas (RS), Brazil","Silva, P.B.D., Residência Multiprofissional em Saúde do Adulto e Idoso ,Universidade Luterana do Brasil - Canoas (RS), Brazil; Santos, L.J.D., Curso de Fisioterapia, Universidade Luterana do Brasil - Canoas (RS), Brazil",,,"NLM (Medline)",19824335,,,"31967228","English; Portuguese","Rev Bras Ter Intensiva",Article,"Final",,Scopus,2-s2.0-85078266954
"Li Y., Liu C., Yang H., Ning Y., He W., Zhang H.","57212608671;57212921797;35209435700;56806273700;57212611585;55370159600;","Causes for Labor Intensives on Forestland Inputs from the Perspective of Capital Heterogeneities: A Simultaneous-Equation MV Tobit Estimation Based on Households Data from 9 Provinces [资本异质性视角下林业投入劳动集约的成因分析-基于9省区林农数据的联立方程MV Tobit估计]",2019,"Linye Kexue/Scientia Silvae Sinicae","55","10",,"99","110",,,"10.11707/j.1001-7488.20191011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077207123&doi=10.11707%2fj.1001-7488.20191011&partnerID=40&md5=38e3bdbd2b9d7002fc6b97445a734ef6","College of Economics and Management, Northwest A&F University, Yangling, 712100, China; Economic Development Research Centre, National Forestry and Grassland Administration, Beijing, 100714, China; College of Economics and Management, Nanjing Forestry University, Nanjing, 210037, China; Research Institute of Forestry Policy and Information, Chinese Academy of Forestry, Beijing, 100091, China; College of Economics and Management, Nanjing University of Information Science & Technology, Nanjing, 210044, China","Li, Y., College of Economics and Management, Northwest A&F University, Yangling, 712100, China; Liu, C., Economic Development Research Centre, National Forestry and Grassland Administration, Beijing, 100714, China; Yang, H., College of Economics and Management, Nanjing Forestry University, Nanjing, 210037, China; Ning, Y., Research Institute of Forestry Policy and Information, Chinese Academy of Forestry, Beijing, 100091, China; He, W., College of Economics and Management, Nanjing University of Information Science & Technology, Nanjing, 210044, China; Zhang, H., College of Economics and Management, Northwest A&F University, Yangling, 712100, China","Zhang, H.; College of Economics and Management, Northwest A&F UniversityChina",,"Chinese Society of Forestry",10017488,,,,"Chinese","Linye Kexue/Sci. Silvae Sinicae",Article,"Final",,Scopus,2-s2.0-85077207123
"Van Der Steen Y., Myin-Germeys I., Van Nierop M., Ten Have M., De Graaf R., Van Dorsselaer S., Van Os J., Van Winkel R.","57193526379;6603917483;55033504300;6603667511;7006177458;8977108100;57194115841;57211720800;","'False-positive' self-reported psychotic experiences in the general population: An investigation of outcome, predictive factors and clinical relevance",2019,"Epidemiology and Psychiatric Sciences","28","5",,"532","543",,8,"10.1017/S2045796018000197","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045653551&doi=10.1017%2fS2045796018000197&partnerID=40&md5=a3cac945f35047fe5af85dbf2c31bbac","Department of Psychiatry and Neuropsychology, Maastricht University, School for Mental Health and Neuroscience (MHeNS), Maastricht, Netherlands; Department of Neuroscience, KU Leuven, Research Group Psychiatry, Center for Contextual Psychiatry, Leuven, Belgium; Netherlands Institute of Mental Health and Addiction, Utrecht, Netherlands; Department of Psychosis Studies, King's College London, King's Health Partners, Institute of Psychiatry, London, United Kingdom; Department of Psychiatry, Brain Centre Rudolf Magnus, University Medical Centre Utrecht, Utrecht, Netherlands; University Psychiatric Center, KU Leuven, Campus Kortenberg, Leuvensesteenweg 517, Kortenberg, 3070, Belgium","Van Der Steen, Y., Department of Psychiatry and Neuropsychology, Maastricht University, School for Mental Health and Neuroscience (MHeNS), Maastricht, Netherlands, Department of Neuroscience, KU Leuven, Research Group Psychiatry, Center for Contextual Psychiatry, Leuven, Belgium; Myin-Germeys, I., Department of Neuroscience, KU Leuven, Research Group Psychiatry, Center for Contextual Psychiatry, Leuven, Belgium; Van Nierop, M., Department of Neuroscience, KU Leuven, Research Group Psychiatry, Center for Contextual Psychiatry, Leuven, Belgium; Ten Have, M., Netherlands Institute of Mental Health and Addiction, Utrecht, Netherlands; De Graaf, R., Netherlands Institute of Mental Health and Addiction, Utrecht, Netherlands; Van Dorsselaer, S., Netherlands Institute of Mental Health and Addiction, Utrecht, Netherlands; Van Os, J., Department of Psychiatry and Neuropsychology, Maastricht University, School for Mental Health and Neuroscience (MHeNS), Maastricht, Netherlands, Department of Psychosis Studies, King's College London, King's Health Partners, Institute of Psychiatry, London, United Kingdom, Department of Psychiatry, Brain Centre Rudolf Magnus, University Medical Centre Utrecht, Utrecht, Netherlands; Van Winkel, R., Department of Neuroscience, KU Leuven, Research Group Psychiatry, Center for Contextual Psychiatry, Leuven, Belgium, University Psychiatric Center, KU Leuven, Campus Kortenberg, Leuvensesteenweg 517, Kortenberg, 3070, Belgium","Van Winkel, R.; University Psychiatric Center, KU Leuven, Campus Kortenberg, Leuvensesteenweg 517, Belgium; email: ruud.vanwinkel@kuleuven.be",,"Cambridge University Press",20457960,,,"29656729","English","Epidemiol. Psychiatr. Sci.",Article,"Final",,Scopus,2-s2.0-85045653551
"Rodríguez Pérez M.A., Delgado Álvarez J.F., Castillo Requena C., Sabido Martín F., Porras Alonso E., Salom Coveñas C.","22036512300;55929840800;57195453189;57210996683;6603100887;57211005013;","Vocal paralysis, speech therapy and acoustic analysis. 43-patient-results study [Parálisis vocal, logopedia y análisis acústico. Estudio de resultados de 43 pacientes]",2019,"Revista de Logopedia, Foniatria y Audiologia","39","4",,"162","172",,,"10.1016/j.rlfa.2019.05.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072173885&doi=10.1016%2fj.rlfa.2019.05.004&partnerID=40&md5=61b9d2e093aef7e2bb4a6c0976a8915e","Servicio de Otorrinolaringología, Hospital Universitario Virgen del Rocío, Sevilla, Spain; Unidad de Gestión Clínica de Otorrinolaringología, Hospital Universitario Puerto Real, Cádiz, Spain; Instituto Nacional de Estadística, Cáceres, Spain","Rodríguez Pérez, M.A., Servicio de Otorrinolaringología, Hospital Universitario Virgen del Rocío, Sevilla, Spain; Delgado Álvarez, J.F., Servicio de Otorrinolaringología, Hospital Universitario Virgen del Rocío, Sevilla, Spain; Castillo Requena, C., Unidad de Gestión Clínica de Otorrinolaringología, Hospital Universitario Puerto Real, Cádiz, Spain; Sabido Martín, F., Instituto Nacional de Estadística, Cáceres, Spain; Porras Alonso, E., Unidad de Gestión Clínica de Otorrinolaringología, Hospital Universitario Puerto Real, Cádiz, Spain; Salom Coveñas, C., Unidad de Gestión Clínica de Otorrinolaringología, Hospital Universitario Puerto Real, Cádiz, Spain","Rodríguez Pérez, M.A.; Servicio de Otorrinolaringología, Hospital Universitario Virgen del RocíoSpain; email: otomiguel@hotmail.es",,"Grupo Ars XXI de Comunicacion, S.L.",02144603,,,,"English; Spanish","Rev. Logop. Foniatr. Audiol.",Article,"Final",,Scopus,2-s2.0-85072173885
"Cohen M., Levkovich I., Pollack S., Fried G.","9844328100;56425972800;7202399617;55411891500;","Stability and change of postchemotherapy symptoms in relation to optimism and subjective stress: A prospective study of breast cancer survivors",2019,"Psycho-Oncology","28","10",,"2017","2024",,,"10.1002/pon.5185","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071257580&doi=10.1002%2fpon.5185&partnerID=40&md5=efb04a8454ac13f8e6b0d274ad9efc84","School of Social Work, University of Haifa, Haifa, Israel; Oranim Academic College of Education, Kiryat Tivon, Israel; Institute of Clinical Immunology, Allergy and AIDS, Rambam Health Care Campus, Haifa, Israel; Oncology Unit, Rambam Health Care Campus, Haifa, Israel","Cohen, M., School of Social Work, University of Haifa, Haifa, Israel; Levkovich, I., Oranim Academic College of Education, Kiryat Tivon, Israel; Pollack, S., Institute of Clinical Immunology, Allergy and AIDS, Rambam Health Care Campus, Haifa, Israel; Fried, G., Oncology Unit, Rambam Health Care Campus, Haifa, Israel","Cohen, M.; School of Social Work, University of HaifaIsrael; email: mcohen2@univ.haifa.ac.il",,"John Wiley and Sons Ltd",10579249,,POJCE,"31351023","English","Psycho-Oncology",Article,"Final",,Scopus,2-s2.0-85071257580
"Natalini D., Bravo G., Jones A.W.","56037312200;23468453600;55475857100;","Global food security and food riots – an agent-based modelling approach",2019,"Food Security","11","5",,"1153","1173",,3,"10.1007/s12571-017-0693-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022214603&doi=10.1007%2fs12571-017-0693-z&partnerID=40&md5=1c5e1c2ea9250b3af0b7d695b2a90db2","Global Sustainability Institute, Anglia Ruskin University, East Road, Cambridge, CB1-1PT, United Kingdom; Department of Social Studies, Linnaeus University, Universitetsplatsen 1, Växjö, 35195, Sweden; Linnaeus University Center for Data Intensive Sciences & Applications (DISA@LNU), Växjö, Sweden","Natalini, D., Global Sustainability Institute, Anglia Ruskin University, East Road, Cambridge, CB1-1PT, United Kingdom; Bravo, G., Department of Social Studies, Linnaeus University, Universitetsplatsen 1, Växjö, 35195, Sweden, Linnaeus University Center for Data Intensive Sciences & Applications (DISA@LNU), Växjö, Sweden; Jones, A.W., Global Sustainability Institute, Anglia Ruskin University, East Road, Cambridge, CB1-1PT, United Kingdom","Natalini, D.; Global Sustainability Institute, Anglia Ruskin University, East Road, United Kingdom; email: davide.natalini@anglia.ac.uk",,"Springer Netherlands",18764517,,,,"English","Food Secur.",Article,"Final",,Scopus,2-s2.0-85022214603
"Sharifi A.","55203967900;","Urban form resilience: A meso-scale analysis",2019,"Cities","93",,,"238","252",,1,"10.1016/j.cities.2019.05.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066240019&doi=10.1016%2fj.cities.2019.05.010&partnerID=40&md5=ccb48463e1b810977e5e193ce4d9453a","1-3-1 Kagamiyama, Higashi-Hiroshima City, Hiroshima  739-8530, Japan","Sharifi, A., 1-3-1 Kagamiyama, Higashi-Hiroshima City, Hiroshima  739-8530, Japan",,,"Elsevier Ltd",02642751,,,,"English","Cities",Article,"Final",,Scopus,2-s2.0-85066240019
"Dahiya R., Akinwande D., Chang J.S.","24331529200;57205522404;7601550121;","Flexible electronic skin: From humanoids to humans",2019,"Proceedings of the IEEE","107","10", 8858057,"2011","2015",,1,"10.1109/JPROC.2019.2941665","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073319717&doi=10.1109%2fJPROC.2019.2941665&partnerID=40&md5=78b9a347720ccf6e3a23c0d836b378d9","University of Glasgow, Glasgow, United Kingdom","Dahiya, R., University of Glasgow, Glasgow, United Kingdom; Akinwande, D., University of Glasgow, Glasgow, United Kingdom; Chang, J.S., University of Glasgow, Glasgow, United Kingdom",,,"Institute of Electrical and Electronics Engineers Inc.",00189219,,IEEPA,,"English","Proc. IEEE",Review,"Final",,Scopus,2-s2.0-85073319717
"Cheng H., Zhang H., Zhao J., Li H., Ning Y., Kathayat G.","57211607775;45061283400;56661429100;57195278040;56949911100;56527351800;","Chinese stalagmite paleoclimate researches: A review and perspective",2019,"Science China Earth Sciences","62","10",,"1489","1513",,3,"10.1007/s11430-019-9478-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074209498&doi=10.1007%2fs11430-019-9478-3&partnerID=40&md5=484d79667509f7de82b6aee49c793532","Institute of Global Environmental Change, Xi’an Jiaotong University, Xi’an, 710054, China","Cheng, H., Institute of Global Environmental Change, Xi’an Jiaotong University, Xi’an, 710054, China; Zhang, H., Institute of Global Environmental Change, Xi’an Jiaotong University, Xi’an, 710054, China; Zhao, J., Institute of Global Environmental Change, Xi’an Jiaotong University, Xi’an, 710054, China; Li, H., Institute of Global Environmental Change, Xi’an Jiaotong University, Xi’an, 710054, China; Ning, Y., Institute of Global Environmental Change, Xi’an Jiaotong University, Xi’an, 710054, China; Kathayat, G., Institute of Global Environmental Change, Xi’an Jiaotong University, Xi’an, 710054, China","Cheng, H.; Institute of Global Environmental Change, Xi’an Jiaotong UniversityChina; email: cheng021@xjtu.edu.cn",,"Science in China Press",16747313,,,,"English","Sci. China Earth Sci.",Review,"Final",,Scopus,2-s2.0-85074209498
